,MCI+E2f4VP16_1,MCI+E2f4VP16_2,MCI+E2f4VP16_3,MCI+siRbl2_1,MCI+siRbl2_2,MCI+siRbl2_3,MCI+siCTL_1,MCI+siCTL_2,MCI+siCTL_3,Control_1,Control_2,Control_3
Klhl41,5.141602021,5.175270855,5.250722594,4.982360682,4.615468085,5.277330421,4.018295409,4.252869881,4.184191498,4.171906496,4.279954905,4.093178108
Ccdc173,8.993603521,8.999440087,9.010042285,8.515098103,8.508471202,8.692388929,7.304842306,7.304126847,7.128406033,6.855943746,6.655500268,6.675596678
Gad1os,3.111177163,2.918891249,2.71841682,2.56337463,2.950618872,2.761345769,2.669046412,2.836212679,2.715664063,2.463459308,2.358804811,2.327584097
Erich2,7.490328315,7.378685965,7.326224137,7.329682462,7.325099352,7.32178676,5.694136596,5.41502319,5.472802555,4.475619962,4.607596434,4.522308063
Cybrd1,5.979585482,6.073000632,6.142369678,7.199894336,7.384784336,7.59268413,7.452006916,7.29822975,7.456516039,7.898651554,7.823555438,7.753496949
Pdk1,9.038582291,8.985526281,9.040332405,9.529230259,9.479382473,9.520324761,9.647348169,9.579399542,9.66154897,10.48840866,10.42045719,10.40317191
Gm30257,0.937628733,0.910216196,1.079565147,0.698789919,0.611928527,0.766303435,0.907994652,0.613620748,0.611689253,0.620566682,0.615442783,0.60823899
Sp9,5.787850532,5.803197766,5.663885647,5.404672537,5.290711928,5.309919129,5.387337861,5.08643255,5.091588755,4.159409481,4.21508484,3.968997145
Gm13709,5.364872762,5.383386634,5.397360954,5.323195827,5.687394326,5.50017157,5.289978929,5.161200323,5.496974872,4.087428432,3.905154772,4.296758585
Gm39857,4.750073671,5.188669284,4.624344874,3.517546841,3.641513863,3.67657889,3.497191416,3.333821944,2.940314228,3.090701549,3.590386696,3.441961319
Gm39853,2.953116433,2.794619186,2.418005919,2.38037729,2.301960812,2.167001209,2.527293858,2.251403839,1.938645383,2.057970991,1.948888612,1.929164323
Gm13657,2.55811014,2.862803609,2.606358217,2.23161005,2.650920943,2.501843249,2.221733532,2.229112567,2.216990448,2.108545388,2.00288451,2.129579828
Neurod1,4.439683001,4.277809986,4.565990408,3.713405428,3.68195863,3.543026811,3.605221212,3.70743374,3.293774504,2.922732075,2.895091834,2.855311033
Fam171b,8.158994024,8.01643955,7.998196032,8.928393905,8.857334431,8.917757566,9.21184556,9.233562967,9.175286287,9.770678259,9.713325651,9.627948666
Zswim2,1.445829485,1.336734789,1.757534787,1.921119156,1.405385335,1.590264853,1.171127018,1.260002538,1.169916638,1.184091716,1.175925796,1.164371436
Rtn4rl2,2.207674754,2.379884996,2.220611615,3.067651003,2.682648919,2.370851986,2.739943374,2.940538515,2.781156482,2.824800172,2.822923493,2.787258928
P2rx3,7.394424475,7.504895621,7.353247665,7.549289263,7.692545622,7.637878986,7.766760608,7.823015453,7.724619543,6.222834241,6.204750854,6.342475074
Agbl2,8.523052734,8.548477604,8.50575909,8.584821035,8.570656521,8.832083061,7.805627178,7.954186277,7.87891988,7.091937302,6.982475915,7.165301742
Gm31054,1.76585758,1.812528537,1.350672036,1.729973532,1.760154619,1.348551333,1.552290341,1.278057607,1.275486202,1.28736646,1.280490182,1.270911782
Mir6999,0.864960095,0.433034134,0.755312662,0.265426323,0.263588631,0.262946688,0.351249783,0.265076017,0.263378171,0.271161623,0.266675423,0.260339269
Chst1,5.70704674,6.113633158,5.912073307,6.613042202,6.564260577,6.433035264,6.63801326,6.498608201,6.785895097,7.275772532,7.281922827,7.18666917
Tspan18,7.365454853,7.533109781,7.346515938,8.199813447,8.223640585,8.328763357,8.236697171,8.351921704,8.357681954,8.856352318,8.878472534,8.901708642
Gm13889,6.50875605,6.295890351,6.387956625,6.031479967,6.085966689,5.930758947,5.662549084,5.342213517,5.508294,5.039620784,5.202401572,5.302268159
Mir670hg,1.718296447,1.621175461,1.716393691,1.142008659,1.436331064,1.137762324,1.300652085,1.378897667,1.1385012,1.151833772,1.144147966,1.210780125
Slc1a2,5.555384665,5.660606654,5.589822208,5.331939047,5.548728356,5.306233328,4.902631195,4.759648231,4.913315533,4.593486709,4.092874005,4.4438909
Lincred1,3.640557365,3.639017843,3.139932905,2.421731079,2.251276705,2.162951773,1.982079817,2.086983689,1.979033056,2.014122523,1.994063247,1.964943746
D430041D05Rik,10.48980853,10.5533619,10.53578356,7.398950896,7.602317423,7.507772073,6.5608026,6.277269786,6.556339261,5.215758609,5.263609423,5.100481146
Qser1,12.75860764,12.77395004,12.76495309,11.57764608,11.5957068,11.54172985,11.59153176,11.55354062,11.49409611,11.31764579,11.13764153,11.2053153
Prrg4,11.27243555,11.27891743,11.20433572,10.88214297,10.8027497,10.86955257,10.46207013,10.40112748,10.38554446,9.193509486,9.021434066,9.063082781
Dcdc5,2.503399933,2.311066232,2.083491501,2.035195384,2.083165309,2.512078465,1.72365242,1.811693744,2.140160601,1.742259393,1.730544986,1.71393646
Mpped2,6.01968869,6.28776746,6.196177744,7.394689491,7.055508888,7.390357367,7.436705347,7.390100605,7.372772464,7.820416984,7.966691099,7.865843591
Bbox1,4.745154942,4.721899082,4.684497146,4.523367526,4.297066126,4.540196965,3.518677805,4.234505324,3.911916119,3.528261101,3.482526948,3.53331596
Muc15,3.325012916,3.64304899,3.128252972,3.063802768,2.57627447,2.57177815,2.996720504,3.233558302,2.885694494,2.543714573,2.518418311,2.682342969
Olfr1314,3.701602989,3.762596048,3.703180862,4.038054354,4.007239056,4.103356492,4.251920778,4.414609602,4.003693088,4.716153002,4.5979956,4.586153839
Chrm5,0.705097248,0.710567894,0.709646957,0.711883557,0.70960228,1.000479401,0.870079166,0.87466504,0.791325919,1.193153674,1.091678359,0.92008948
Fsip1,7.320543206,7.339581107,7.325552939,7.122279766,7.161652643,7.20056306,5.99242734,6.003090877,5.783586323,4.931661503,4.91174764,4.966198908
Bmf,5.96625151,6.110761999,6.040138069,7.76481194,7.920515866,7.894524716,7.513220852,7.478953502,7.597972664,7.887517507,7.948884297,7.826866611
Pak6,7.634301729,7.71487612,7.665604057,6.708368681,6.785625371,6.646712004,6.333128449,6.219612643,6.150722679,5.138983562,5.026530817,4.762284057
Gchfr,4.420338768,4.24199935,4.406367561,5.444826121,5.600356346,5.429841381,5.058623634,5.145968672,5.378618775,5.142234163,5.459017857,5.318277553
Mapkbp1,12.07168972,12.09111495,12.07151748,11.35566172,11.35386368,11.34659276,11.00638729,11.01356196,11.00511173,10.79241289,10.68938602,10.71948377
Lrrc57,11.37532009,11.30736849,11.3861028,10.11973487,10.18079511,10.20637565,9.834829825,9.806164828,9.909518416,9.416870701,9.489456797,9.463639971
Duox2,2.882477034,2.760988399,2.801236001,2.720713403,2.892482129,2.458036711,2.806530603,3.115390411,2.844850683,2.266969112,2.251232215,2.303632522
4930417H01Rik,3.417053612,3.691599477,3.60200665,2.621336168,2.224148678,2.220165561,2.226954834,2.550367735,2.129953667,2.366764299,2.243147836,2.11577636
Cep152,10.724417,10.77707885,10.76113089,10.8846138,10.84050176,10.83501465,10.26006177,10.21491987,10.07337151,8.269773242,8.44777935,8.452562454
Fgf7,8.759055933,8.783404437,8.738108772,9.067982485,9.329629857,9.226375194,9.353136188,9.284219581,9.455727918,10.36543606,10.31855268,10.34103665
Dusp2,4.028443735,3.805046052,3.791924364,3.716835363,3.484113809,3.711686999,3.617332569,3.549714275,3.753859061,3.177912398,3.069137046,3.250104681
Astl,1.289847734,1.439656117,1.380369361,0.936223783,0.846325301,1.005197161,0.931880215,0.848454409,0.929796872,0.857168583,0.85074413,0.841674593
Nphp1,11.05690234,11.0563889,10.99231897,10.8024947,10.79844696,10.91129305,10.0472908,10.08902066,10.09566647,9.654626725,9.624106341,9.604574001
Acoxl,5.257384443,5.225816521,5.158076431,5.186243537,5.368476185,5.417799761,4.03751115,4.146124592,3.874848111,3.713298195,4.078677493,3.721791136
Cpxm1,9.516607191,9.619605516,9.595444019,9.979960231,10.0061571,10.02688084,10.46998085,10.43707047,10.47663118,11.05099238,11.08246637,11.09542557
Adam33,6.518573823,6.302678153,6.477938469,8.552191415,8.440207184,8.572888173,8.601220086,8.427182367,8.462869747,7.628812395,7.61179361,7.861423331
Spef1,9.272221476,9.36611898,9.198380347,8.901861694,8.833208391,8.881351537,7.861451959,7.760720508,7.690708223,7.325196635,7.418729212,7.153129135
Adra1d,8.722862816,8.697916097,8.740443344,8.675813439,8.791682029,8.81904272,9.012341428,9.166532979,9.068778563,10.16503517,10.27328149,10.23571427
5330413P13Rik,3.02025201,2.857904637,2.84580804,2.652235233,2.285898032,2.794897682,1.977024925,2.069499804,1.974719526,2.001549784,1.986137577,1.96411988
Rassf2,7.20985588,6.952381357,7.008253469,7.520536772,7.780488791,7.863644187,7.680877459,7.650664021,7.757374218,9.091617714,9.10266517,9.163946618
Gm46766,4.455280655,4.535973633,4.6188457,3.535581887,3.754835116,3.786932812,3.922527098,3.901887758,4.016585511,3.543583741,3.606066637,3.61783932
Lrrn4,3.344769967,3.378838669,3.37315021,4.65472279,4.85441006,4.914268966,4.466195123,4.622091755,4.634043224,4.827911853,4.70650187,4.737397526
Fermt1,2.321523676,2.097882123,2.366371853,1.890402686,2.365934351,2.449144795,2.029801943,2.225057412,2.262712615,1.821994537,1.810355227,1.793900236
Gm52526,3.418674458,3.9176405,3.754324628,3.102847538,3.126527689,2.78669222,2.797331162,2.872206179,3.074888855,2.622492399,2.595018179,2.555668013
Ankef1,4.949108374,4.776490471,4.669544671,5.256586548,4.936841766,4.991560937,3.656748249,3.98838435,4.005890105,3.670747477,4.013404598,3.722567421
Ism1,6.428239717,6.766113663,6.728719513,6.390721249,6.605173628,6.547906999,6.466531022,6.602432773,6.40291779,8.344734547,8.414958968,8.36248335
Otor,3.303273785,3.481391728,3.334612735,4.299841445,4.486413994,4.367462727,4.241070216,4.123233521,4.092472412,4.841416454,4.78350813,4.913499626
Pcsk2,3.577258901,3.695770294,3.683930113,3.36780409,3.730616289,3.338601727,3.534191713,3.70704288,3.407470754,5.064850245,4.969864512,4.978341088
Gm33648,2.895072635,3.00265797,2.990652661,2.217068177,2.744421462,2.639318617,2.356808267,2.664881221,2.126577684,2.15255802,2.376445856,2.262856456
Dzank1,8.013635997,8.068235553,7.930743181,7.985838895,8.041272569,7.992932075,6.571037601,6.136898198,6.297714451,6.335736357,6.269836533,6.111379921
Cfap61,7.092727675,7.143161025,7.05761652,6.918098578,6.808738543,6.900390096,5.308964606,5.307091082,5.049714414,4.501368576,4.49925837,4.243918493
Insm1,2.66469719,2.542017699,2.487796665,1.987964177,2.048316764,2.284170488,1.903225544,2.126697045,2.175002437,1.839884538,1.914652108,1.810041069
Nkx2-4,4.490122367,4.137854224,4.206821195,2.816505885,2.940038288,3.168667633,2.724020773,2.957708364,3.276979712,2.590085919,2.563567531,2.525113648
Gm34889,6.044826763,5.824900837,5.697554734,3.848052109,3.659164478,3.472328837,3.355530919,3.296441391,3.11167495,3.000619358,2.958419231,2.896123106
Pax1,6.753195495,6.640087924,6.770532092,7.814335898,7.943735563,7.799748482,8.021395555,7.958655646,7.991909752,8.309513759,8.22350192,8.396240435
Foxa2,7.052680724,7.053577233,7.097883717,4.804168043,5.262068634,5.287269213,4.958031707,5.139083895,4.693134518,4.147755707,4.01997268,4.359964572
Gm39957,1.809350651,1.742180628,1.905076455,1.991645662,1.978490256,1.822780498,2.051018503,1.913626459,1.82471036,2.484370285,2.800088397,2.470766633
Thbd,11.31986029,11.3416788,11.32314944,11.48509033,11.48625798,11.50884649,11.77759609,11.80094702,11.79964771,13.15086729,13.17245281,13.16269098
Sdcbp2,4.294876347,3.990389596,4.059481337,3.437394147,3.413166438,3.66470282,3.643145125,3.482246761,3.632545341,3.334767525,3.504228125,2.967981334
6820408C15Rik,7.980098122,8.044945182,8.11838363,7.821960662,7.878867679,7.804152735,5.7053598,5.925855451,5.938580427,4.946142254,4.888024594,5.050768509
Defb23,0.873584756,1.086298015,1.078903075,0.598733601,0.596511677,1.016363483,0.597059753,0.598309989,0.596257263,0.605673524,0.600244335,0.59258482
Mylk2,4.807755031,4.863347719,5.047105443,5.61115876,5.234790947,5.534284493,5.266382187,5.223425703,5.389832725,6.383503117,6.117115534,6.24278571
Ttll9,7.982423035,7.991020272,7.956341302,7.762609526,7.60674667,7.657773621,6.719940821,6.446496518,6.522605087,5.119314663,5.014297118,5.326844057
Gm14199,3.90194381,3.68198693,3.600270381,3.59513619,3.563791776,3.750142376,3.175168102,3.187859947,3.112517967,2.920061755,2.808324444,2.692781522
Ccm2l,2.265080976,2.172647779,2.311553759,2.236442219,2.053216396,1.987635397,1.931100429,1.867200272,1.926717117,1.815303681,1.713125314,1.698151853
1700003F12Rik,5.436084889,5.015979941,5.176488633,5.316351135,5.072320926,4.838020099,4.556078551,4.306214983,4.627508751,3.763001059,3.784573947,3.927684786
Gm52565,4.504551555,4.455228003,4.666961248,3.770853189,3.870039742,4.104319262,3.794452106,4.008887436,3.866594683,3.902475627,3.527118626,3.453785884
Fam83c,2.599287882,2.272069478,2.477635887,2.449317184,2.070598197,2.315986846,2.142773008,2.445292501,2.474619724,2.029339607,1.925303104,1.907671341
Rbl1,10.48136816,10.51004894,10.52824672,10.1492319,10.10939128,10.06184106,10.0543258,10.02352732,10.0449692,9.187397802,9.187836492,9.140703562
Mroh8,2.721564487,2.398277864,2.491182109,2.462802545,2.490739984,2.434117185,2.01026969,2.228788509,2.081335251,2.0413862,2.021787193,1.919212307
D630003M21Rik,4.588626243,4.968420479,4.573620746,5.295563199,5.523397619,5.665063666,5.072417946,5.507012952,5.447945147,6.424960076,6.736614581,6.516173284
Ptprt,7.054228337,7.023164469,6.983055843,7.248386606,7.390606635,7.191202265,7.132143706,7.037067512,7.031557111,5.434226671,5.021163964,5.24747735
Sgk2,2.239358282,2.190669646,1.944230783,2.02340995,2.182438224,2.489479625,2.01260736,1.953937392,2.007420181,1.737834991,1.726836746,1.711295761
Gm35750,3.790860878,3.985362245,3.892036365,3.26343775,3.504708244,3.280059781,3.139064548,3.309010249,3.013975754,3.089303274,3.109415493,2.923112892
Gdap1l1,3.385184152,3.376139217,3.481910961,4.049526605,3.583748213,4.066105367,4.024228423,4.10646225,3.945793008,4.219642481,4.167220657,4.178523747
Fitm2,9.877965189,9.885343309,9.806349644,9.3891303,9.359302592,9.339995813,8.953948244,8.859948206,8.90883794,8.461161342,8.568324257,8.56216073
0610039K10Rik,1.065636126,0.792831317,1.101772723,0.718690932,0.631176103,0.982915193,0.631706674,0.632917421,0.788509599,0.640060835,0.634791884,0.627378152
Ccn5,11.83775415,11.7872721,11.77484509,11.76892332,11.8540027,11.79898544,11.65849186,11.73545898,11.74855298,13.44457005,13.51596866,13.53860197
Matn4,6.333471336,6.345404206,6.470106632,7.272171203,7.421224628,7.277546334,7.147193189,6.984754132,7.069485253,8.026448811,8.210840707,8.046961326
Wfdc8,1.664490747,1.410178371,1.129361993,1.135201688,1.517236818,1.202166744,1.047845229,1.352518649,1.204201129,1.059040566,1.051982658,1.042033924
1810021M19Rik,1.710774625,1.503402661,1.554621565,1.234233565,1.371637566,1.29949411,1.374352572,1.309499688,1.227578308,1.252902907,1.153042614,1.142874623
Prex1,9.262689714,9.215213698,9.152619775,8.802328554,8.828656616,8.860345136,8.60761661,8.546916513,8.619087511,7.756543725,7.795867332,7.910716076
Kcnb1,4.545211065,4.35206595,4.587269995,4.799010659,4.862729801,4.918928868,4.686372135,4.479041593,4.517571792,5.838537263,5.595760855,5.620432791
Gm52568,4.74885551,4.891058384,5.044516048,4.935563426,4.593273353,4.70522145,4.704786261,4.726764699,4.760899201,3.938406408,3.992021905,3.905457128
Ptgis,7.357986388,7.31307571,7.399400157,7.731821776,7.701234281,7.790930383,8.058395791,8.128514483,8.195353478,8.759923182,8.936777373,8.871749644
Gm34542,3.237740712,3.243983313,3.368867488,3.099987039,2.935834467,3.144708658,2.595395164,2.531625073,2.364037202,2.794974718,2.3773489,2.565561288
Tfap2c,2.502031227,2.298027824,2.402628205,2.307595531,2.16602573,2.395315724,2.508028776,2.568239357,2.499910625,1.965309123,1.952702327,1.934878847
Bmp7,5.140687323,5.30163406,5.547915001,5.136915053,5.49624146,5.296555405,4.723250274,4.798150342,4.735348734,3.738185849,3.618313243,3.563370459
Mir1a-1hg,1.240812215,1.107441364,1.378887402,0.973985334,0.889969893,0.888041243,0.891332133,0.894439731,0.889337557,0.818038142,0.812110296,0.803766258
Slco4a1,8.891062857,8.876019541,8.864884561,7.833031638,7.852536914,7.802657082,7.781259968,7.918367241,7.994106277,6.623116226,6.545843853,6.263196704
Tcfl5,10.04677434,10.02840858,9.994802672,9.936704145,9.920744959,9.822100519,9.563118099,9.492525899,9.653445475,8.597348822,8.638001677,8.781869321
LOC118568482,4.759175536,4.342461283,4.385823402,3.247731524,3.222693022,2.955851652,3.228891741,3.242976266,3.031123187,2.764951651,3.20279497,2.856714441
Nkain4,4.319938517,4.321185736,4.386986953,4.529230347,4.652971991,4.515450686,4.77462356,4.589841464,4.677684539,5.92443885,5.772120087,5.846960827
Fndc11,2.987252771,3.185478513,3.13042081,3.285679728,3.592396465,3.662185034,2.882774458,2.770727842,2.754836416,2.588490077,2.562440408,2.525243725
Sox18,5.517152801,5.525803027,5.35022977,5.643348162,5.39403221,5.48790002,4.464531999,4.484412183,4.551081295,3.747865906,3.70364814,3.639817145
Gm46832,2.191521253,2.259451162,2.616441092,1.764159915,1.419296087,1.417595236,1.513599947,1.423225767,1.418738789,1.439150021,1.525012478,1.410655829
C030034L19Rik,3.427387236,3.246081177,3.270972087,3.051477012,2.930464788,3.104914132,2.884101067,2.507312818,2.704473476,2.623980481,2.516043002,2.734670504
LOC118568604,5.506329328,5.144473697,5.407549447,4.151234682,4.039317879,3.810483488,4.047802145,3.939576301,3.817618769,3.423136448,3.452067739,3.236662356
Car3,2.111383333,2.126022455,2.204214029,2.553578719,2.909035209,2.683435498,2.352351105,2.549942933,2.347409544,2.612756029,2.871901625,3.030264731
Car2,7.233795164,7.192260081,7.205517211,6.079016354,6.117544304,6.243625197,5.990838893,5.705798892,5.734714712,4.929171574,5.013554383,5.290967974
Cyp7b1,6.340620181,6.654984235,6.528356598,8.270986792,8.188497214,8.315751033,7.78102698,7.81079126,7.700563753,7.878897563,7.888022601,7.808349581
Tmem212,1.949267413,1.610274337,1.822339568,1.619280621,1.402400916,1.240920307,1.242959765,1.483357963,1.241723776,1.352063638,1.33627201,1.236063495
Lrrc34,8.333609598,8.384048424,8.384359569,8.182842287,8.21416721,8.319061266,6.029318462,6.087172571,6.172528911,4.987094355,5.170957929,4.862205358
Ccdc39,10.42104385,10.43974518,10.40153457,10.15368819,10.13227989,10.19385189,8.268194904,8.105295784,8.204589478,7.927197706,7.729314721,7.645134499
1700017M07Rik,2.160030672,2.035580081,1.738609694,1.816891418,1.803090739,1.798263536,1.741272807,1.67683689,1.919239607,1.530704427,1.521318567,1.508084405
